references
Genesis 1-3 (4026 B.C.E. / a. 4026 B.C.E.)
Genesis 4, 5 (b. 3896 B.C.E. / 3896 B.C.E. / 3404 B.C.E. / 3339 B.C.E. / 3152 B.C.E. / 3096 B.C.E. / 3039 B.C.E. / 2970 B.C.E.) + 1 Chronicles 1:1-4 + Genesis 6 (2490 B.C.E. / 2470 B.C.E. / 2468 B.C.E. / 2370 B.C.E.)
Genesis 7-9 (2370 B.C.E.-a / 2369 B.C.E.)
Genesis 10:1-5 + 1 Chronicles 1:5-7 + Genesis 10:6-20 + 1 Chronicles 1:8-16 + Genesis 10:21-11:26 (2368 B.C.E. / a. 2269 B.C.E. / 2020 B.C.E. / 2018 B.C.E.) + 1 Chronicles 1:17-27
Genesis 11:27-15:21 (1943 B.C.E. / b. 1933 B.C.E.)
Genesis 16-18 (1932 B.C.E. / 1919 B.C.E.)
Genesis 19-21 (1919 B.C.E.-a / 1918 B.C.E. / 1913 B.C.E.) + Genesis 25:12-18 + 1 Chronicles 1:28-31
Genesis 22-24 (1881 B.C.E.)
Genesis 25:1-4 + 1 Chronicles 1:32-34 + Genesis 25:5-11 (1843 B.C.E.) + Genesis 25:19-26:35 (1878 B.C.E. / 1868 B.C.E. / 1858 B.C.E. / 1818 B.C.E.)
Genesis 27:1-28:9 (1795 B.C.E.) + Genesis 36 + 1 Chronicles 1:35-54
Genesis 28:10-30:43 (1781 B.C.E. / 1774 B.C.E. / 1767 B.C.E.)
Genesis 31-32 (1761 B.C.E. / c. 1761 B.C.E.)
Genesis 33-35 + 1 Chronicles 2:1, 2
Genesis 37-39 (1750 B.C.E.)
Genesis 40-41 (1738 B.C.E. / 1737 B.C.E.)
Genesis 42-44
Genesis 45:1-46:9 (1728 B.C.E.) + 1 Chronicles 5:1-6 + Genesis 46:10-12 + 1 Chronicles 2:18-55
1 Chronicles 4:1-23 + Genesis 46:13 + 1 Chronicles 7:1-5 + Genesis 46:14-18 + 1 Chronicles 7:30-40 + Genesis 46:19-25 + 1 Chronicles 7:6-12 + Genesis 46:26-47:12
Genesis 47:13-50:26 (1711 B.C.E. / 1657 B.C.E.)
Job 1-3 (b. 1613 B.C.E.)
Job 4-7
Job 8-10
Job 11-14
Job 15-18
Job 19-21
Job 22-26
Job 27-29
Job 30-31
Job 32-34
Job 35-37
Job 38-39
Job 40-42
Exodus 1:1-4:17 (a. 1600 B.C.E. / 1593 B.C.E. / 1553 B.C.E. / c. 1514 B.C.E.)
