1 Kings 10:23-25
1 Kings 10:26-29
1 Kings 11:01-40
1 Kings 11:41-43
1 Kings 12:01-19
1 Kings 12:20-24
1 Kings 12:25-31
1 Kings 12:32-13:34
1 Kings 14:01-18
1 Kings 14:19, 20
1 Kings 14:21
1 Kings 14:22-28
1 Kings 14:29-31
1 Kings 15:01-08
1 Kings 15:09-11
1 Kings 15:12-15
1 Kings 15:16
1 Kings 15:17-22
1 Kings 15:23, 24
1 Kings 15:25-31
1 Kings 15:32
1 Kings 15:33, 34
1 Kings 16:01-33
1 Kings 16:34
1 Kings 17-19
1 Kings 20
1 Kings 21
1 Kings 22:01-35
1 Kings 22:36-40
1 Kings 22:41-46
1 Kings 22:47-49
1 Kings 22:50
1 Kings 22:51-53
1 Peter 01:01-02:12
1 Peter 02:13-05:14
1 Samuel 01
1 Samuel 02:01-10
1 Samuel 02:11-21
1 Samuel 02:22-05:12
1 Samuel 06-09
1 Samuel 10:01-13:22
1 Samuel 13:23-14:52
1 Samuel 15, 16
1 Samuel 17, 18
1 Samuel 19-20
1 Samuel 21
1 Samuel 22:01-05
1 Samuel 22:06-23
1 Samuel 23
1 Samuel 24
1 Samuel 25
1 Samuel 26
1 Samuel 27
1 Samuel 28:01-02
1 Samuel 28:03-25
1 Samuel 29
1 Samuel 30, 31
1 Thessalonians 01:01-02:16
1 Thessalonians 02:17-05:28
1 Timothy 01-02
1 Timothy 03-06
2 Chronicles 01:01-13
2 Chronicles 01:14-17
2 Chronicles 02:01
2 Chronicles 02:02
2 Chronicles 02:03-16
2 Chronicles 02:17, 18
2 Chronicles 03
2 Chronicles 04:01-05:01
2 Chronicles 05:02-14
2 Chronicles 06:01-11
2 Chronicles 06:12-07:03
2 Chronicles 07:04-10
2 Chronicles 07:11-22
2 Chronicles 08:01-03
2 Chronicles 08:04-06
2 Chronicles 08:07-10
2 Chronicles 08:11
2 Chronicles 08:12-16
2 Chronicles 08:17, 18
2 Chronicles 09:01-12
2 Chronicles 09:13-20
2 Chronicles 09:21
2 Chronicles 09:22-24
2 Chronicles 09:25-28
2 Chronicles 09:29-31
2 Chronicles 10
2 Chronicles 11:01-04
2 Chronicles 11:05-12
2 Chronicles 11:13-17
2 Chronicles 11:18-23
2 Chronicles 12:01-12
2 Chronicles 12:13, 14
2 Chronicles 12:15, 16
2 Chronicles 13:01-20
2 Chronicles 13:21-14:01
2 Chronicles 14:02-07
2 Chronicles 14:08-15:07
2 Chronicles 15:08-19
2 Chronicles 16:01-10
2 Chronicles 16:11-14
2 Chronicles 17:01-18:01
2 Chronicles 18:02-34
2 Chronicles 19:01-20:30
2 Chronicles 20:31-34
2 Chronicles 20:35-37
2 Chronicles 21:01-03
2 Chronicles 21:04-20
2 Chronicles 22:01-06
2 Chronicles 22:07-09
2 Chronicles 22:10-12
2 Chronicles 23
2 Chronicles 24:01-16
2 Chronicles 24:17-25a
2 Chronicles 24:25b-27
2 Chronicles 25:01-10
2 Chronicles 25:11-24
2 Chronicles 25:25-28
2 Chronicles 26:01-21
2 Chronicles 26:22, 23
2 Chronicles 27
2 Chronicles 28:01-21
2 Chronicles 28:22-25
2 Chronicles 28:26, 27
2 Chronicles 29:01
2 Chronicles 29:02
2 Chronicles 29:03-31:01
2 Chronicles 31:02-21
2 Chronicles 32:01-23
2 Chronicles 32:24-26
2 Chronicles 32:27-31
2 Chronicles 32:32, 33
2 Chronicles 33:01-09
2 Chronicles 33:10-19
2 Chronicles 33:20-25
2 Chronicles 34:01-03
2 Chronicles 34:04-07
2 Chronicles 34:08-33
2 Chronicles 35:01-19
2 Chronicles 35:20-36:01
2 Chronicles 36:02-05
2 Chronicles 36:06, 07
2 Chronicles 36:08
2 Chronicles 36:09
2 Chronicles 36:10
2 Chronicles 36:11-14
2 Chronicles 36:15-21
2 Chronicles 36:22, 23
2 Corinthians 01:01-02:04
2 Corinthians 02:05-06:18
2 Corinthians 07:01-11:15
2 Corinthians 11:16-13:14
2 John
2 Kings 01:01
2 Kings 01:02-18
2 Kings 02
2 Kings 03:01-03
2 Kings 03:04-27
2 Kings 04
2 Kings 05:01-07:02
2 Kings 07:03-20
2 Kings 08:01-06
2 Kings 08:07-15
2 Kings 08:16-25
2 Kings 08:26-29
2 Kings 09
2 Kings 10:01-27
2 Kings 10:28-36
2 Kings 11:01-03
2 Kings 11:04-21
2 Kings 12:01-16
2 Kings 12:17, 18
2 Kings 12:19-21
2 Kings 13:01-03
2 Kings 13:04-08
2 Kings 13:09-11
2 Kings 13:12-13
2 Kings 13:14-21
2 Kings 13:22, 23
2 Kings 13:24-25
2 Kings 14:01-06
2 Kings 14:07-14
2 Kings 14:15-16
2 Kings 14:17-20
2 Kings 14:21, 22
2 Kings 14:23
2 Kings 14:24-28
2 Kings 14:29
2 Kings 15:01-05
2 Kings 15:06, 07
2 Kings 15:08-16
2 Kings 15:17-20
2 Kings 15:21-29
2 Kings 15:30, 31
2 Kings 15:32-38
2 Kings 16:01-09
2 Kings 16:10-18
2 Kings 16:19-20
2 Kings 17:01, 02
2 Kings 17:03-23
2 Kings 17:24-41
2 Kings 18:01, 02
2 Kings 18:03-07a
2 Kings 18:07b, 08
2 Kings 18:09-12
2 Kings 18:13-19:37
2 Kings 20:01-11
2 Kings 20:12-19
2 Kings 20:20, 21
2 Kings 21:01-17
2 Kings 21:18-26
2 Kings 22:01, 02
2 Kings 22:03-20
2 Kings 23:01-28
2 Kings 23:29, 30
2 Kings 23:31-37
2 Kings 24:01-04
2 Kings 24:05-06
2 Kings 24:07
2 Kings 24:08, 09
2 Kings 24:10-17
2 Kings 24:18-20
2 Kings 25:01-21
2 Kings 25:22-26
2 Kings 25:27-30
2 Peter
2 Samuel 01
2 Samuel 02:01-03:05
2 Samuel 03:06-04:03
2 Samuel 04:04
2 Samuel 04:05-05:05
2 Samuel 05:06-10
2 Samuel 05:11-12
2 Samuel 05:13-16
2 Samuel 05:17-21
2 Samuel 05:22-25
2 Samuel 06:01-11
2 Samuel 06:12-23
2 Samuel 07
2 Samuel 08:01
2 Samuel 08:02
2 Samuel 08:03-04
2 Samuel 08:05-06
2 Samuel 08:07-08
2 Samuel 08:09-14
2 Samuel 08:15-18
2 Samuel 09
2 Samuel 10
2 Samuel 11:01
2 Samuel 11:02-12:24a
2 Samuel 12:24b-25
2 Samuel 12:26-31
2 Samuel 13:01-15:06
2 Samuel 15:07-36
2 Samuel 15:37
2 Samuel 16:01-14
2 Samuel 16:15
2 Samuel 16:16-17:23
2 Samuel 17:24-26
2 Samuel 17:27-18:18
2 Samuel 18:19-33
2 Samuel 19
2 Samuel 20
2 Samuel 21:01-14
2 Samuel 21:15-18
2 Samuel 21:19-22
2 Samuel 22
2 Samuel 23:01-07
2 Samuel 23:08-12
2 Samuel 23:13-19
2 Samuel 23:20-39
2 Samuel 24
2 Thessalonians 01
2 Thessalonians 02, 03
2 Timothy 01
2 Timothy 02-04
3 John
Acts 01-02
Acts 03:01-05:16
Acts 05:17-07:53
Acts 07:54-09:31
Acts 09:32-11:18
Acts 11:19-12:25
Acts 13, 14
Acts 15, 16
Acts 17:01-18:17
Acts 18:18-19:41
Acts 20:01-06
Acts 20:07-38
Acts 21:01-23:11
Acts 23:12-25:22
Acts 25:23-28:10
Acts 28:11-31
Amos 01
Amos 02-05
Amos 06-09
Colossians
Daniel 01
Daniel 02
Daniel 03
Daniel 04
Daniel 05
Daniel 06
Daniel 07
Daniel 08
Daniel 09
Daniel 10:01-11:35
Daniel 11:36-12:13
Deuteronomy 01:01-03:11
Deuteronomy 03:12-05:33
Deuteronomy 06-08
Deuteronomy 09-11
Deuteronomy 12-14
Deuteronomy 15-18
Deuteronomy 19-22
Deuteronomy 23-26
Deuteronomy 27, 28
Deuteronomy 29:01-31:29
Deuteronomy 31:30-32:52
Deuteronomy 33, 34
Ecclesiastes 01-02
Ecclesiastes 03-06
Ecclesiastes 07-10
Ecclesiastes 11, 12
Ephesians 01-03
Ephesians 04-06
Esther 01-04
Esther 05:01-09:17
Esther 09:18-10:03
Exodus 01:01-04:17
Exodus 04:18-06:27
Exodus 06:28-07:13
Exodus 07:14-09:35
Exodus 10-12
Exodus 13-15
Exodus 16-18
Exodus 19-21
Exodus 22-24
Exodus 25-27
Exodus 28, 29
Exodus 30:01-33:06
Exodus 33:07-36:07
Exodus 36:08-38:31
Exodus 39, 40
Ezekiel 01-04
Ezekiel 05-09
Ezekiel 10-13
Ezekiel 14-16
Ezekiel 17:01-20:29
Ezekiel 20:30-22:31
Ezekiel 23
Ezekiel 24
Ezekiel 25
Ezekiel 26
Ezekiel 27, 28
Ezekiel 29:01-16
Ezekiel 29:17-30:19
Ezekiel 30:20-26
Ezekiel 31
Ezekiel 32:01-33:20
Ezekiel 33:21-33
Ezekiel 34-36
Ezekiel 37-39
Ezekiel 40:01-27
Ezekiel 40:28-43:27
Ezekiel 44-46
Ezekiel 47, 48
Ezra 01:01-04
Ezra 01:05-02:20
Ezra 02:21-70
Ezra 03
Ezra 04:01-05
Ezra 04:06-23
Ezra 04:24
Ezra 05:01-06:18
Ezra 06:19-22
Ezra 07:01-08:14
Ezra 08:15-10:44
Galatians 01:01-04:07
Galatians 04:08-06:18
Genesis 01-03
Genesis 04, 05
Genesis 06
Genesis 07-09
Genesis 10:01-05
Genesis 10:06-20
Genesis 10:21-11:26
Genesis 11:27-15:21
Genesis 16-18
Genesis 19-21
Genesis 22-24
Genesis 25:01-04
Genesis 25:05-11
Genesis 25:12-18
Genesis 25:19-26:35
Genesis 27:01-28:09
Genesis 28:10-30:43
Genesis 31-32
Genesis 33-35
Genesis 36
Genesis 37-39
Genesis 40-41
Genesis 42-44
Genesis 45:01-46:09
Genesis 46:10-12
Genesis 46:13
Genesis 46:14-18
Genesis 46:19-25
Genesis 46:26-47:12
Genesis 47:13-50:26
Habakkuk
Haggai
Hebrews 01
Hebrews 02-06
Hebrews 07:01-10:18
Hebrews 10:19-12:29
Hebrews 13
Hosea 01-03
Hosea 04, 05
Hosea 06, 07
Hosea 08, 09
Hosea 10-14
Isaiah 01-04
Isaiah 05
Isaiah 06
Isaiah 07-09
Isaiah 10
Isaiah 11
Isaiah 12
Isaiah 13-16
Isaiah 17
Isaiah 18-21
Isaiah 22, 23
Isaiah 24-27
Isaiah 28
Isaiah 29-32
Isaiah 33:01-37:13
Isaiah 37:14-38:22
Isaiah 39
Isaiah 40-42
Isaiah 43-46
Isaiah 47-50
Isaiah 51-55
Isaiah 56-60
Isaiah 61-65
Isaiah 66
James 01-03
James 04-05
Jeremiah 01
Jeremiah 02-04
Jeremiah 05-06
Jeremiah 07:01-08:03
Jeremiah 08:04-09:15
Jeremiah 09:16-21
Jeremiah 09:22-10:16
Jeremiah 10:17-25
Jeremiah 11:01-17
Jeremiah 11:18-12:06
Jeremiah 12:07-17
Jeremiah 13
Jeremiah 14:01-15:09
Jeremiah 15:10-21
Jeremiah 16, 17
Jeremiah 18:01-19:13
Jeremiah 19:14-20:18
Jeremiah 21
Jeremiah 22:01-17
Jeremiah 22:18-23
Jeremiah 22:24-23:08
Jeremiah 23:09-40
Jeremiah 24
Jeremiah 25
Jeremiah 26
Jeremiah 27, 28
Jeremiah 29
Jeremiah 30, 31
Jeremiah 32, 33
Jeremiah 34
Jeremiah 35
Jeremiah 36
Jeremiah 37, 38
Jeremiah 39
Jeremiah 40-42
Jeremiah 43, 44
Jeremiah 45
Jeremiah 46
Jeremiah 47, 48
Jeremiah 49:01-33
Jeremiah 49:34-39
Jeremiah 50
Jeremiah 51
Jeremiah 52:01-30
Jeremiah 52:31-34
Job 01-03
Job 04-07
Job 08-10
Job 11-14
Job 15-18
Job 19-21
Job 22-26
Job 27-29
Job 30-31
Job 32-34
Job 35-37
Job 38-39
Job 40-42
Joel
John 01:01-18
John 01:19-28
John 01:29-34
John 01:35-51
John 02:01-04:26
John 04:27-42
John 04:43-46a
John 04:46b-54
John 05:01-15
John 05:16-47
John 06:01-15
John 06:16-59
John 06:60-71
John 07:01-52
John 07:53-09:34
John 09:35-10:21
John 10:22-11:16
John 11:17-57
John 12:01-11
John 12:12-19
John 12:20-50
John 13:01-20
John 13:21-30
John 13:31-35
John 13:36-15:16
John 15:17-17:26
John 18:01-11
John 18:12-27
John 18:28-38
John 18:39-19:17
John 19:18-37
John 19:38-42
John 20:01-13
John 20:14-18
John 20:19-31
John 21
Jonah
Joshua 01, 02
Joshua 03-06
Joshua 07-09
Joshua 10-12
Joshua 13-15
Joshua 16:01-19:09
Joshua 19:10-31
Joshua 19:32-21:45
Joshua 22-24
Jude
Judges 01:01-03:06
Judges 03:07-04:24
Judges 05-07
Judges 08, 09
Judges 10-13
Judges 14:01-16:22
Judges 16:23-31
Judges 17
Judges 18
Judges 19, 20
Judges 21
Lamentations 01, 02
Lamentations 03, 04
Lamentations 05
Leviticus 01-04
Leviticus 05-07
Leviticus 08-10
Leviticus 11:01-13:46
Leviticus 13:47-15:33
Leviticus 16-18
Leviticus 19-21
Leviticus 22, 23
Leviticus 24, 25
Leviticus 26, 27
Luke 01
Luke 02:01-20
Luke 02:21-40
Luke 02:41-52
Luke 03:01-20
Luke 03:21, 22
Luke 03:23-38
Luke 04:01-13
Luke 04:14, 15
Luke 04:16-30
Luke 04:31-37
Luke 04:38-44
Luke 05:01-11
Luke 05:12-16
Luke 05:17-26
Luke 05:27-32
Luke 05:33-39
Luke 06:01-05
Luke 06:06-11
Luke 06:12-16
Luke 06:17-49
Luke 07:01-10
Luke 07:11-17
Luke 07:18-35
Luke 07:36-50
Luke 08:01-03
Luke 08:04-18
Luke 08:19-21
Luke 08:22-25
Luke 08:26-39
Luke 08:40-56
Luke 09:01-05
Luke 09:06
Luke 09:07-09
Luke 09:10-17
Luke 09:18-21
Luke 09:22-27
Luke 09:28-36
Luke 09:37-45
Luke 09:46-48
Luke 09:49, 50
Luke 09:51-62
Luke 10:01-20
Luke 10:21-24
Luke 10:25-37
Luke 10:38-11:13
Luke 11:14-26
Luke 11:27-12:21
Luke 12:22-13:17
Luke 13:18-21
Luke 13:22-14:24
Luke 14:25-16:17
Luke 16:18
Luke 16:19-17:19
Luke 17:20-18:14
Luke 18:15-17
Luke 18:18-23
Luke 18:24-30
Luke 18:31-34
Luke 18:35-43
Luke 19:01-10
Luke 19:11-27
Luke 19:28-44
Luke 19:45-48
Luke 20:01-08
Luke 20:09-19
Luke 20:20-26
Luke 20:27-40
Luke 20:41-44
Luke 20:45-47
Luke 21:01-04
Luke 21:05-24
Luke 21:25-38
Luke 22:01-06
Luke 22:07-14
Luke 22:15-20
Luke 22:21-23
Luke 22:24-30
Luke 22:31-38
Luke 22:39-46
Luke 22:47-53
Luke 22:54-71
Luke 23:01-12
Luke 23:13-25
Luke 23:26-32
Luke 23:33-49
Luke 23:50-56
Luke 24:01-12
Luke 24:13-43
Luke 24:44-53
Malachi
Mark 01:01-08
Mark 01:09-11
Mark 01:12, 13
Mark 01:14-15
Mark 01:16-20
Mark 01:21-28
Mark 01:29-39
Mark 01:40-45
Mark 02:01-12
Mark 02:13-17
Mark 02:18-22
Mark 02:23-28
Mark 03:01-06
Mark 03:07-12
Mark 03:13-19
Mark 03:20-30
Mark 03:31-35
Mark 04:01-20
Mark 04:21-29
Mark 04:30-34
Mark 04:35-41
Mark 05:01-20
Mark 05:21-43
Mark 06:01-06a
Mark 06:06b-11
Mark 06:12, 13
Mark 06:14-29
Mark 06:30-44
Mark 06:45-56
Mark 07:01-23
Mark 07:24-30
Mark 07:31-37
Mark 08:01-10
Mark 08:11-13
Mark 08:14-21
Mark 08:22-30
Mark 08:31-09:01
Mark 09:02-13
Mark 09:14-32
Mark 09:33-37
Mark 09:38-41
Mark 09:42-50
Mark 10:01
Mark 10:02-12
Mark 10:13-16
Mark 10:17-22
Mark 10:23-31
Mark 10:32-45
Mark 10:46-52
Mark 11:01-11
Mark 11:12-26
Mark 11:27-33
Mark 12:01-12
Mark 12:13-17
Mark 12:18-27
Mark 12:28-34
Mark 12:35-37a
Mark 12:37b-40
Mark 12:41-44
Mark 13:01-23
Mark 13:24-31
Mark 13:32-37
Mark 14:01-11
Mark 14:12-17
Mark 14:18-21
Mark 14:22-26
Mark 14:27-31
Mark 14:32-42
Mark 14:43-52
Mark 14:53-72
Mark 15:01-05
Mark 15:06-15
Mark 15:16-20a
Mark 15:20b, 21
Mark 15:22-41
Mark 15:42-47
Mark 16:01-08
Mark 16:09-20
Matthew 01:01-17
Matthew 01:18-25
Matthew 02
Matthew 03:01-12
Matthew 03:13-17
Matthew 04:01-11
Matthew 04:12-17
Matthew 04:18-22
Matthew 04:23-05:20
Matthew 05:21-07:29
Matthew 08:01-04
Matthew 08:05-13
Matthew 08:14-17
Matthew 08:18-22
Matthew 08:23-27
Matthew 08:28-34
Matthew 09:01-08
Matthew 09:09-13
Matthew 09:14-17
Matthew 09:18-26
Matthew 09:27-34
Matthew 09:35-10:42
Matthew 11:01-19
Matthew 11:20-24
Matthew 11:25-30
Matthew 12:01-08
Matthew 12:09-14
Matthew 12:15-21
Matthew 12:22-45
Matthew 12:46-50
Matthew 13:01-23
Matthew 13:24-30
Matthew 13:31-35
Matthew 13:36-52
Matthew 13:53-58
Matthew 14:01-12
Matthew 14:13-21
Matthew 14:22-36
Matthew 15:01-20
Matthew 15:21-28
Matthew 15:29-31
Matthew 15:32-39
Matthew 16:01-04
Matthew 16:05-12
Matthew 16:13-20
Matthew 16:21-28
Matthew 17:01-13
Matthew 17:14-23
Matthew 17:24-27
Matthew 18:01-05
Matthew 18:06-09
Matthew 18:10-35
Matthew 19:01, 02
Matthew 19:03-12
Matthew 19:13-15
Matthew 19:16-22
Matthew 19:23-30
Matthew 20:01-16
Matthew 20:17-28
Matthew 20:29-34
Matthew 21:01-11
Matthew 21:12-22
Matthew 21:23-27
Matthew 21:28-32
Matthew 21:33-46
Matthew 22:01-14
Matthew 22:15-22
Matthew 22:23-33
Matthew 22:34-40
Matthew 22:41-46
Matthew 23:01-36
Matthew 23:37-39
Matthew 24:01-28
Matthew 24:29-35
Matthew 24:36-51
Matthew 25:01-30
Matthew 25:31-46
Matthew 26:01-16
Matthew 26:17-20
Matthew 26:21-25
Matthew 26:26-29
Matthew 26:30-35
Matthew 26:36-46
Matthew 26:47-56
Matthew 26:57-75
Matthew 27:01-10
Matthew 27:11-14
Matthew 27:15-26
Matthew 27:27-31
Matthew 27:32
Matthew 27:33-56
Matthew 27:57-61
Matthew 27:62-66
Matthew 28:01-08
Matthew 28:09, 10
Matthew 28:11-15
Matthew 28:16-20
Micah 01:01-07
Micah 01:08-03:12
Micah 04-07
Nahum
Nehemiah 01-04
Nehemiah 05:01-07:03
Nehemiah 07:04-25
Nehemiah 07:26-73
Nehemiah 08, 09
Nehemiah 10, 11
Nehemiah 12
Nehemiah 13
Numbers 01, 02
Numbers 03:01-04:33
Numbers 04:34-06:27
Numbers 07
Numbers 08-10
Numbers 11-13
Numbers 14, 15
Numbers 16-18
Numbers 19-21
Numbers 22-24
Numbers 25:01-26:34
Numbers 26:35-37
Numbers 26:38-65
Numbers 27-29
Numbers 30, 31
Numbers 32, 33
Numbers 34-36
Obadiah
Philemon
Philippians 01-02
Philippians 03-04
Proverbs 01
Proverbs 02-04
Proverbs 05-07
Proverbs 08-10
Proverbs 11-13
Proverbs 14, 15
Proverbs 16-18
Proverbs 19-21
Proverbs 22-24
Proverbs 25-27
Proverbs 28-30
Proverbs 31
Psalms 01
Psalms 02
Psalms 03
Psalms 04
Psalms 05
Psalms 06
Psalms 07
Psalms 08
Psalms 09, 10
Psalms 11
Psalms 12
Psalms 13
Psalms 14
Psalms 15
Psalms 16
Psalms 17
Psalms 18
Psalms 19
Psalms 20
Psalms 21
Psalms 22
Psalms 23
Psalms 24
Psalms 25
Psalms 26
Psalms 27
Psalms 28
Psalms 29
Psalms 30
Psalms 31
Psalms 32
Psalms 33
Psalms 34
Psalms 35
Psalms 36
Psalms 37
Psalms 38
Psalms 39
Psalms 40
Psalms 41-43
Psalms 44
Psalms 45
Psalms 46-48
Psalms 49
Psalms 50
Psalms 51
Psalms 52
Psalms 53
Psalms 54
Psalms 55
Psalms 56
Psalms 57
Psalms 58
Psalms 59
Psalms 60
Psalms 61, 62
Psalms 63
Psalms 64
Psalms 65
Psalms 66, 67
Psalms 68
Psalms 69
Psalms 70, 71
Psalms 72
Psalms 73
Psalms 74
Psalms 75-77
Psalms 78
Psalms 79
Psalms 80
Psalms 81
Psalms 82
Psalms 83
Psalms 84
Psalms 85
Psalms 86
Psalms 87
Psalms 88
Psalms 89
Psalms 90
Psalms 91
Psalms 92
Psalms 93-96
Psalms 97
Psalms 98
Psalms 99, 100
Psalms 101
Psalms 102
Psalms 103
Psalms 104
Psalms 105
Psalms 106
Psalms 107
Psalms 108
Psalms 109
Psalms 110
Psalms 111, 112
Psalms 113
Psalms 114, 115
Psalms 116
Psalms 117
Psalms 118
Psalms 119:01-72
Psalms 119:73-176
Psalms 120
Psalms 121
Psalms 122
Psalms 123
Psalms 124
Psalms 125
Psalms 126
Psalms 127
Psalms 128
Psalms 129
Psalms 130
Psalms 131
Psalms 132
Psalms 133
Psalms 134
Psalms 135, 136
Psalms 137
Psalms 138, 139
Psalms 140, 141
Psalms 142
Psalms 143
Psalms 144
Psalms 145
Psalms 146
Psalms 147
Psalms 148-150
Revelation 01
Revelation 02-05
Revelation 06-10
Revelation 11-14
Revelation 15-18
Revelation 19-22
Romans 01
Romans 02-04
Romans 05:01-08:17
Romans 08:18-11:10
Romans 11:11-14:23
Romans 15, 16
Ruth 01-02
Ruth 03-04
Song of Solomon 01-04
Song of Solomon 05-08
Titus
Zechariah 01-06
Zechariah 07, 08
Zechariah 09
Zechariah 10-14
Zephaniah
